Datetime,Open,High,Low,Close,Volume
2021-05-25 09:32:00-04:00,420.44000244140625,420.7099914550781,420.3999938964844,420.6099853515625,269727
2021-05-25 09:33:00-04:00,420.6199951171875,420.70001220703125,420.54998779296875,420.56500244140625,226667
2021-05-25 09:34:00-04:00,420.55999755859375,420.57000732421875,420.2200012207031,420.25,494544
2021-05-25 09:35:00-04:00,420.239990234375,420.44000244140625,420.1199951171875,420.4100036621094,295902
2021-05-25 09:36:00-04:00,420.4100036621094,420.4400939941406,420.29998779296875,420.3699951171875,286051
2021-05-25 09:37:00-04:00,420.3800048828125,420.3900146484375,420.239990234375,420.2550048828125,255264
2021-05-25 09:38:00-04:00,420.2507019042969,420.3900146484375,420.1400146484375,420.2900085449219,251015
2021-05-25 09:39:00-04:00,420.2900085449219,420.3949890136719,420.2799987792969,420.3599853515625,152173
2021-05-25 09:40:00-04:00,420.3599853515625,420.4100036621094,420.2900085449219,420.3999938964844,114154
2021-05-25 09:41:00-04:00,420.3900146484375,420.42999267578125,420.3349914550781,420.3900146484375,174961
2021-05-25 09:42:00-04:00,420.3699951171875,420.44000244140625,420.2099914550781,420.2900085449219,189693
2021-05-25 09:43:00-04:00,420.2900085449219,420.31500244140625,420.1600036621094,420.25,232059
2021-05-25 09:44:00-04:00,420.239990234375,420.2799987792969,420.1400146484375,420.1499938964844,146519
2021-05-25 09:45:00-04:00,420.1499938964844,420.1700134277344,419.8299865722656,419.8299865722656,351142
2021-05-25 09:46:00-04:00,419.8219909667969,419.92999267578125,419.75,419.8599853515625,171844
2021-05-25 09:47:00-04:00,419.8800048828125,419.9700012207031,419.82501220703125,419.8599853515625,419310
2021-05-25 09:48:00-04:00,419.8599853515625,419.8800048828125,419.69110107421875,419.70001220703125,281668
2021-05-25 09:49:00-04:00,419.6943054199219,419.75,419.6300048828125,419.6300048828125,144035
2021-05-25 09:50:00-04:00,419.6300048828125,419.67999267578125,419.44000244140625,419.45001220703125,141678
2021-05-25 09:51:00-04:00,419.4695129394531,419.5,419.3599853515625,419.3800048828125,191620
2021-05-25 09:52:00-04:00,419.3699951171875,419.375,419.2799987792969,419.3500061035156,156556
2021-05-25 09:53:00-04:00,419.3599853515625,419.3599853515625,419.239990234375,419.29998779296875,197040
2021-05-25 09:54:00-04:00,419.29998779296875,419.4800109863281,419.2900085449219,419.4789123535156,189831
2021-05-25 09:55:00-04:00,419.4800109863281,419.7300109863281,419.4700012207031,419.7300109863281,207945
2021-05-25 09:56:00-04:00,419.7200012207031,419.739990234375,419.54998779296875,419.6000061035156,150460
2021-05-25 09:57:00-04:00,419.6000061035156,419.635009765625,419.510009765625,419.5299987792969,96482
2021-05-25 09:58:00-04:00,419.5299987792969,419.5299987792969,419.2900085449219,419.3699951171875,174681
2021-05-25 09:59:00-04:00,419.3699951171875,419.42999267578125,419.2799987792969,419.29998779296875,164346
2021-05-25 10:00:00-04:00,419.2900085449219,419.510009765625,419.2699890136719,419.42498779296875,150395
2021-05-25 10:01:00-04:00,419.4100036621094,419.5400085449219,419.19000244140625,419.2149963378906,199762
2021-05-25 10:02:00-04:00,419.21099853515625,419.4285888671875,419.17999267578125,419.3981018066406,213950
2021-05-25 10:03:00-04:00,419.3900146484375,419.6300048828125,419.3900146484375,419.45001220703125,255429
2021-05-25 10:04:00-04:00,419.44500732421875,419.45001220703125,419.2950134277344,419.42999267578125,175935
2021-05-25 10:05:00-04:00,419.42999267578125,419.4750061035156,419.2699890136719,419.2919006347656,147935
2021-05-25 10:06:00-04:00,419.2900085449219,419.489990234375,419.260009765625,419.4849853515625,125561
2021-05-25 10:07:00-04:00,419.4800109863281,419.6549987792969,419.4800109863281,419.5799865722656,214609
2021-05-25 10:08:00-04:00,419.5816955566406,419.6600036621094,419.489990234375,419.5299987792969,151911
2021-05-25 10:09:00-04:00,419.54998779296875,419.6499938964844,419.4800109863281,419.5400085449219,116571
2021-05-25 10:10:00-04:00,419.5400085449219,419.6499938964844,419.5,419.510009765625,119808
2021-05-25 10:11:00-04:00,419.510009765625,419.5450134277344,419.2650146484375,419.3800048828125,126047
2021-05-25 10:12:00-04:00,419.3800048828125,419.57000732421875,419.3800048828125,419.5050048828125,143253
2021-05-25 10:13:00-04:00,419.5,419.5,419.3399963378906,419.4599914550781,102352
2021-05-25 10:14:00-04:00,419.4610900878906,419.510009765625,419.4100036621094,419.43499755859375,80224
2021-05-25 10:15:00-04:00,419.4200134277344,419.6300048828125,419.4200134277344,419.6199951171875,127533
2021-05-25 10:16:00-04:00,419.61810302734375,419.6499938964844,419.3500061035156,419.44000244140625,121333
2021-05-25 10:17:00-04:00,419.44000244140625,419.4800109863281,419.3599853515625,419.43499755859375,87504
2021-05-25 10:18:00-04:00,419.44000244140625,419.4549865722656,419.3190002441406,419.42999267578125,178979
2021-05-25 10:19:00-04:00,419.4111022949219,419.4700012207031,419.239990234375,419.2419128417969,98363
2021-05-25 10:20:00-04:00,419.2510986328125,419.3999938964844,419.239990234375,419.34991455078125,76597
2021-05-25 10:21:00-04:00,419.3500061035156,419.489990234375,419.25,419.4599914550781,117439
2021-05-25 10:22:00-04:00,419.4599914550781,419.5400085449219,419.2900085449219,419.29998779296875,104241
2021-05-25 10:23:00-04:00,419.30108642578125,419.3450012207031,419.25,419.33990478515625,52424
2021-05-25 10:24:00-04:00,419.3349914550781,419.4700012207031,419.29998779296875,419.42999267578125,120242
2021-05-25 10:25:00-04:00,419.42999267578125,419.5899963378906,419.42999267578125,419.5899963378906,73944
2021-05-25 10:26:00-04:00,419.5799865722656,419.5849914550781,419.4150085449219,419.44000244140625,45641
2021-05-25 10:27:00-04:00,419.444091796875,419.54998779296875,419.4200134277344,419.52899169921875,62332
2021-05-25 10:28:00-04:00,419.5199890136719,419.5199890136719,419.3450012207031,419.3450012207031,78475
2021-05-25 10:29:00-04:00,419.3450012207031,419.4800109863281,419.32000732421875,419.4599914550781,58879
2021-05-25 10:30:00-04:00,419.4649963378906,419.510009765625,419.3800048828125,419.3949890136719,49360
2021-05-25 10:31:00-04:00,419.3900146484375,419.4599914550781,419.3299865722656,419.3999938964844,83817
2021-05-25 10:32:00-04:00,419.3999938964844,419.4100036621094,419.1099853515625,419.29998779296875,166062
2021-05-25 10:33:00-04:00,419.29998779296875,419.30999755859375,419.1199951171875,419.1499938964844,108235
2021-05-25 10:34:00-04:00,419.1600036621094,419.1600036621094,418.9400939941406,418.95001220703125,196681
2021-05-25 10:35:00-04:00,418.9700012207031,419.04998779296875,418.95001220703125,419.0050048828125,98770
2021-05-25 10:36:00-04:00,419.010009765625,419.1700134277344,418.9549865722656,418.9599914550781,103654
2021-05-25 10:37:00-04:00,418.95001220703125,419.1050109863281,418.95001220703125,419.0382080078125,61073
2021-05-25 10:38:00-04:00,419.0357971191406,419.1199951171875,419.0299987792969,419.05999755859375,55434
2021-05-25 10:39:00-04:00,419.0519104003906,419.1400146484375,419.04998779296875,419.1111145019531,65878
2021-05-25 10:40:00-04:00,419.1099853515625,419.19000244140625,419.05999755859375,419.1199951171875,82891
2021-05-25 10:41:00-04:00,419.1000061035156,419.1099853515625,419.010009765625,419.0190124511719,99916
2021-05-25 10:42:00-04:00,419.0199890136719,419.1000061035156,418.989990234375,419.0946044921875,58754
2021-05-25 10:43:00-04:00,419.0950012207031,419.1700134277344,419.07000732421875,419.1099853515625,55370
2021-05-25 10:44:00-04:00,419.1099853515625,419.4200134277344,419.1099853515625,419.3800048828125,188616
2021-05-25 10:45:00-04:00,419.3800048828125,419.5329895019531,419.3500061035156,419.4750061035156,183325
2021-05-25 10:46:00-04:00,419.4750061035156,419.4800109863281,419.3599853515625,419.3949890136719,135085
2021-05-25 10:47:00-04:00,419.3900146484375,419.4200134277344,419.3500061035156,419.418212890625,98254
2021-05-25 10:48:00-04:00,419.4100036621094,419.5299987792969,419.3599853515625,419.5050048828125,87380
2021-05-25 10:49:00-04:00,419.5050048828125,419.5400085449219,419.3800048828125,419.4219055175781,64980
2021-05-25 10:50:00-04:00,419.4200134277344,419.4700012207031,419.3349914550781,419.4549865722656,48050
2021-05-25 10:51:00-04:00,419.45001220703125,419.4800109863281,419.2919006347656,419.3116149902344,49630
2021-05-25 10:52:00-04:00,419.3118896484375,419.4100036621094,419.30999755859375,419.37811279296875,46013
2021-05-25 10:53:00-04:00,419.375,419.4280090332031,419.2900085449219,419.3599853515625,34559
2021-05-25 10:54:00-04:00,419.3500061035156,419.3900146484375,419.29998779296875,419.3789978027344,55382
2021-05-25 10:55:00-04:00,419.3800048828125,419.5299987792969,419.3550109863281,419.45001220703125,101375
2021-05-25 10:56:00-04:00,419.4570007324219,419.6000061035156,419.45001220703125,419.5350036621094,111179
2021-05-25 10:57:00-04:00,419.5350036621094,419.5899963378906,419.5,419.5899963378906,60331
2021-05-25 10:58:00-04:00,419.5899963378906,419.6000061035156,419.4599914550781,419.4949951171875,74012
2021-05-25 10:59:00-04:00,419.489990234375,419.4910888671875,419.4100036621094,419.44000244140625,42988
2021-05-25 11:00:00-04:00,419.42999267578125,419.5,419.2200012207031,419.27191162109375,99424
2021-05-25 11:01:00-04:00,419.2850036621094,419.3699951171875,419.1700134277344,419.2900085449219,101177
2021-05-25 11:02:00-04:00,419.2900085449219,419.3599853515625,419.19000244140625,419.2799987792969,346314
2021-05-25 11:03:00-04:00,419.260009765625,419.2900085449219,418.9700012207031,418.989990234375,90220
2021-05-25 11:04:00-04:00,419.010009765625,419.0450134277344,418.8599853515625,419.0050048828125,171212
2021-05-25 11:05:00-04:00,418.989990234375,418.989990234375,418.79998779296875,418.8599853515625,116093
2021-05-25 11:06:00-04:00,418.860107421875,419.05499267578125,418.860107421875,418.989990234375,98801
2021-05-25 11:07:00-04:00,418.989990234375,419.0400085449219,418.8399963378906,418.8518981933594,69679
2021-05-25 11:08:00-04:00,418.8500061035156,418.93499755859375,418.8299865722656,418.92999267578125,56102
2021-05-25 11:09:00-04:00,418.92498779296875,419.04998779296875,418.9100036621094,418.9599914550781,146956
2021-05-25 11:10:00-04:00,418.95001220703125,419.0199890136719,418.8900146484375,419.0150146484375,73261
2021-05-25 11:11:00-04:00,419.0199890136719,419.239990234375,418.9700012207031,419.2099914550781,241876
2021-05-25 11:12:00-04:00,419.2200012207031,419.239990234375,419.1098937988281,419.239990234375,57170
2021-05-25 11:13:00-04:00,419.2242126464844,419.2699890136719,419.1499938964844,419.2582092285156,57260
2021-05-25 11:14:00-04:00,419.260009765625,419.2699890136719,419.1400146484375,419.2049865722656,41067
2021-05-25 11:15:00-04:00,419.2110900878906,419.2449951171875,418.9599914550781,419.0299987792969,69008
2021-05-25 11:16:00-04:00,419.0249938964844,419.0249938964844,418.7300109863281,418.8399963378906,151875
2021-05-25 11:17:00-04:00,418.8399963378906,418.864990234375,418.70001220703125,418.7200012207031,148728
2021-05-25 11:18:00-04:00,418.7200012207031,418.80499267578125,418.69000244140625,418.7099914550781,163204
2021-05-25 11:19:00-04:00,418.7049865722656,418.8599853515625,418.6199951171875,418.7799987792969,210687
2021-05-25 11:20:00-04:00,418.7900085449219,418.8385925292969,418.7300109863281,418.7900085449219,85310
2021-05-25 11:21:00-04:00,418.7900085449219,418.9800109863281,418.7900085449219,418.8949890136719,233150
2021-05-25 11:22:00-04:00,418.8900146484375,418.8999938964844,418.7818908691406,418.7850036621094,81872
2021-05-25 11:23:00-04:00,418.760009765625,418.82000732421875,418.69000244140625,418.79888916015625,102315
2021-05-25 11:24:00-04:00,418.79998779296875,418.8800048828125,418.7799987792969,418.8299865722656,71861
2021-05-25 11:25:00-04:00,418.8299865722656,418.8999938964844,418.739990234375,418.7449951171875,83423
2021-05-25 11:26:00-04:00,418.7300109863281,418.7300109863281,418.5400085449219,418.5799865722656,150229
2021-05-25 11:27:00-04:00,418.55999755859375,418.5899963378906,418.45001220703125,418.4949951171875,1061807
2021-05-25 11:28:00-04:00,418.489990234375,418.5249938964844,418.4209899902344,418.44000244140625,152876
2021-05-25 11:29:00-04:00,418.431884765625,418.54010009765625,418.431884765625,418.5350036621094,74284
2021-05-25 11:30:00-04:00,418.5350036621094,418.60888671875,418.4800109863281,418.57000732421875,116286
2021-05-25 11:31:00-04:00,418.57000732421875,418.57000732421875,418.2799987792969,418.2900085449219,148310
2021-05-25 11:32:00-04:00,418.2900085449219,418.4100036621094,418.2699890136719,418.3699951171875,154251
2021-05-25 11:33:00-04:00,418.3699951171875,418.3900146484375,417.94000244140625,417.9599914550781,231224
2021-05-25 11:34:00-04:00,417.9619140625,418.2099914550781,417.9619140625,418.1388854980469,169047
2021-05-25 11:35:00-04:00,418.1499938964844,418.3800048828125,418.1499938964844,418.2900085449219,165565
2021-05-25 11:36:00-04:00,418.30999755859375,418.44000244140625,418.260009765625,418.260009765625,242068
2021-05-25 11:37:00-04:00,418.2650146484375,418.3500061035156,418.20001220703125,418.24810791015625,103332
2021-05-25 11:38:00-04:00,418.2349853515625,418.32000732421875,418.1600036621094,418.231689453125,213340
2021-05-25 11:39:00-04:00,418.2300109863281,418.29998779296875,418.1300048828125,418.298095703125,101816
2021-05-25 11:40:00-04:00,418.2900085449219,418.3999938964844,418.19500732421875,418.32000732421875,84243
2021-05-25 11:41:00-04:00,418.32501220703125,418.3299865722656,418.20001220703125,418.2300109863281,80080
2021-05-25 11:42:00-04:00,418.2300109863281,418.32501220703125,418.1600036621094,418.2200012207031,113455
2021-05-25 11:43:00-04:00,418.2099914550781,418.3450012207031,418.1700134277344,418.3388977050781,86111
2021-05-25 11:44:00-04:00,418.3349914550781,418.489990234375,418.2900085449219,418.4599914550781,72721
2021-05-25 11:45:00-04:00,418.45001220703125,418.6050109863281,418.3699951171875,418.5690002441406,191437
2021-05-25 11:46:00-04:00,418.57000732421875,418.70001220703125,418.510009765625,418.64111328125,102442
2021-05-25 11:47:00-04:00,418.6400146484375,418.6549987792969,418.510009765625,418.6199951171875,103775
2021-05-25 11:48:00-04:00,418.614990234375,418.6700134277344,418.55999755859375,418.56500244140625,52529
2021-05-25 11:49:00-04:00,418.55999755859375,418.5849914550781,418.4700012207031,418.5450134277344,77056
2021-05-25 11:50:00-04:00,418.5450134277344,418.58990478515625,418.4111022949219,418.4718933105469,60327
2021-05-25 11:51:00-04:00,418.4750061035156,418.489990234375,418.29998779296875,418.29998779296875,81556
2021-05-25 11:52:00-04:00,418.2950134277344,418.477294921875,418.2099914550781,418.42999267578125,103495
2021-05-25 11:53:00-04:00,418.42498779296875,418.5199890136719,418.3900146484375,418.4111022949219,322515
2021-05-25 11:54:00-04:00,418.4180908203125,418.5450134277344,418.4100036621094,418.4949951171875,87316
2021-05-25 11:55:00-04:00,418.489990234375,418.6449890136719,418.489990234375,418.55999755859375,117678
2021-05-25 11:56:00-04:00,418.54998779296875,418.5618896484375,418.4700012207031,418.5618896484375,58201
2021-05-25 11:57:00-04:00,418.56500244140625,418.75,418.4898986816406,418.739990234375,118295
2021-05-25 11:58:00-04:00,418.7250061035156,418.7909851074219,418.69500732421875,418.78009033203125,73163
2021-05-25 11:59:00-04:00,418.78009033203125,418.8599853515625,418.760009765625,418.8500061035156,85781
2021-05-25 12:00:00-04:00,418.8500061035156,418.94000244140625,418.8299865722656,418.9100036621094,76254
2021-05-25 12:01:00-04:00,418.9049987792969,418.9200134277344,418.7099914550781,418.8450012207031,200892
2021-05-25 12:02:00-04:00,418.8399963378906,418.9100036621094,418.7799987792969,418.885009765625,51034
2021-05-25 12:03:00-04:00,418.885009765625,418.8900146484375,418.80499267578125,418.8500061035156,57844
2021-05-25 12:04:00-04:00,418.8611145019531,418.8999938964844,418.8299865722656,418.8599853515625,42371
2021-05-25 12:05:00-04:00,418.8581848144531,418.9599914550781,418.7799987792969,418.875,135824
2021-05-25 12:06:00-04:00,418.875,418.8999938964844,418.7200012207031,418.8500061035156,21434
2021-05-25 12:07:00-04:00,418.8450012207031,419.07000732421875,418.8450012207031,419.0400085449219,222514
2021-05-25 12:08:00-04:00,419.0299987792969,419.1600036621094,419.0199890136719,419.1000061035156,69187
2021-05-25 12:09:00-04:00,419.1099853515625,419.17999267578125,419.0799865722656,419.1499938964844,54654
2021-05-25 12:10:00-04:00,419.1600036621094,419.2900085449219,419.1600036621094,419.1881103515625,185322
2021-05-25 12:11:00-04:00,419.17999267578125,419.239990234375,419.1600036621094,419.2200012207031,1049761
2021-05-25 12:12:00-04:00,419.2200012207031,419.2250061035156,419.1300048828125,419.1700134277344,77066
2021-05-25 12:13:00-04:00,419.1600036621094,419.2099914550781,419.1499938964844,419.1980895996094,62901
2021-05-25 12:14:00-04:00,419.19110107421875,419.260009765625,419.18499755859375,419.2300109863281,35506
2021-05-25 12:15:00-04:00,419.2300109863281,419.25,419.17999267578125,419.2200012207031,78501
2021-05-25 12:16:00-04:00,419.2221984863281,419.2300109863281,419.1499938964844,419.1499938964844,30823
2021-05-25 12:17:00-04:00,419.1409912109375,419.2200012207031,419.125,419.2200012207031,83781
2021-05-25 12:18:00-04:00,419.2200012207031,419.2699890136719,419.2099914550781,419.2218933105469,57505
2021-05-25 12:19:00-04:00,419.2250061035156,419.29998779296875,419.1700134277344,419.2950134277344,82131
2021-05-25 12:20:00-04:00,419.298095703125,419.3949890136719,419.298095703125,419.3699951171875,82995
2021-05-25 12:21:00-04:00,419.3599853515625,419.42999267578125,419.3599853515625,419.3699951171875,102006
2021-05-25 12:22:00-04:00,419.37109375,419.37109375,419.29998779296875,419.3299865722656,50029
2021-05-25 12:23:00-04:00,419.3399963378906,419.3500061035156,419.239990234375,419.25,56338
2021-05-25 12:24:00-04:00,419.2550048828125,419.2699890136719,419.2250061035156,419.2250061035156,35471
2021-05-25 12:25:00-04:00,419.2189025878906,419.2449951171875,419.1400146484375,419.17999267578125,100383
2021-05-25 12:26:00-04:00,419.19000244140625,419.3450012207031,419.19000244140625,419.29998779296875,65238
2021-05-25 12:27:00-04:00,419.2799987792969,419.32110595703125,419.2250061035156,419.239990234375,35715
2021-05-25 12:28:00-04:00,419.239990234375,419.25,419.1600036621094,419.1650085449219,35612
2021-05-25 12:29:00-04:00,419.1650085449219,419.32989501953125,419.1650085449219,419.2749938964844,63567
2021-05-25 12:30:00-04:00,419.2749938964844,419.3800048828125,419.2699890136719,419.3599853515625,41241
2021-05-25 12:31:00-04:00,419.3599853515625,419.44000244140625,419.32000732421875,419.32000732421875,110185
2021-05-25 12:32:00-04:00,419.3399963378906,419.4100036621094,419.30999755859375,419.3900146484375,77254
2021-05-25 12:33:00-04:00,419.3888854980469,419.3999938964844,419.30999755859375,419.3900146484375,56705
2021-05-25 12:34:00-04:00,419.3981018066406,419.44000244140625,419.37890625,419.4018859863281,45061
2021-05-25 12:35:00-04:00,419.4049987792969,419.4100036621094,419.29998779296875,419.32000732421875,53151
2021-05-25 12:36:00-04:00,419.32000732421875,419.3599853515625,419.30999755859375,419.32000732421875,39258
2021-05-25 12:37:00-04:00,419.30999755859375,419.30999755859375,419.1600036621094,419.23699951171875,67606
2021-05-25 12:38:00-04:00,419.239990234375,419.24810791015625,419.1600036621094,419.1600036621094,55696
2021-05-25 12:39:00-04:00,419.1618957519531,419.2550048828125,419.1499938964844,419.2349853515625,41821
2021-05-25 12:40:00-04:00,419.2349853515625,419.2799987792969,419.1700134277344,419.19189453125,117517
2021-05-25 12:41:00-04:00,419.19000244140625,419.19000244140625,419.0450134277344,419.07000732421875,86832
2021-05-25 12:42:00-04:00,419.07000732421875,419.1600036621094,419.05999755859375,419.1499938964844,58998
2021-05-25 12:43:00-04:00,419.1581115722656,419.239990234375,419.1499938964844,419.2099914550781,38101
2021-05-25 12:44:00-04:00,419.2200012207031,419.2919006347656,419.19000244140625,419.2419128417969,42849
2021-05-25 12:45:00-04:00,419.239990234375,419.3299865722656,419.20001220703125,419.30499267578125,27962
2021-05-25 12:46:00-04:00,419.30889892578125,419.32989501953125,419.2699890136719,419.2749938964844,26090
2021-05-25 12:47:00-04:00,419.2710876464844,419.2710876464844,419.17999267578125,419.2099914550781,28887
2021-05-25 12:48:00-04:00,419.2099914550781,419.260009765625,419.1400146484375,419.2582092285156,43795
2021-05-25 12:49:00-04:00,419.2589111328125,419.260009765625,419.05999755859375,419.0716857910156,102796
2021-05-25 12:50:00-04:00,419.07000732421875,419.1600036621094,419.04998779296875,419.0849914550781,84626
2021-05-25 12:51:00-04:00,419.0888977050781,419.1199951171875,419.0400085449219,419.0400085449219,22980
2021-05-25 12:52:00-04:00,419.0400085449219,419.19000244140625,419.010009765625,419.1689147949219,56216
2021-05-25 12:53:00-04:00,419.1600036621094,419.29998779296875,419.1499938964844,419.2119140625,77479
2021-05-25 12:54:00-04:00,419.2099914550781,419.2300109863281,419.17999267578125,419.17999267578125,19556
2021-05-25 12:55:00-04:00,419.17498779296875,419.20001220703125,419.1099853515625,419.1099853515625,28360
2021-05-25 12:56:00-04:00,419.0989990234375,419.1600036621094,419.05999755859375,419.07000732421875,45028
2021-05-25 12:57:00-04:00,419.0799865722656,419.1199951171875,419.07000732421875,419.114990234375,26462
2021-05-25 12:58:00-04:00,419.114990234375,419.19000244140625,419.1099853515625,419.1199951171875,31059
2021-05-25 12:59:00-04:00,419.1199951171875,419.1499938964844,419.0899963378906,419.1119079589844,23392
2021-05-25 13:00:00-04:00,419.1000061035156,419.1000061035156,418.9800109863281,418.989990234375,41295
2021-05-25 13:01:00-04:00,419.0,419.0190124511719,418.6700134277344,418.7499084472656,436117
2021-05-25 13:02:00-04:00,418.75,418.8200988769531,418.739990234375,418.75,88954
2021-05-25 13:03:00-04:00,418.74810791015625,418.760009765625,418.5899963378906,418.6000061035156,143809
2021-05-25 13:04:00-04:00,418.59991455078125,418.6400146484375,418.55999755859375,418.5600891113281,84823
2021-05-25 13:05:00-04:00,418.57000732421875,418.5849914550781,418.3800048828125,418.431884765625,158624
2021-05-25 13:06:00-04:00,418.42999267578125,418.6300048828125,418.3900146484375,418.6300048828125,102767
2021-05-25 13:07:00-04:00,418.625,418.6700134277344,418.6099853515625,418.6499938964844,54758
2021-05-25 13:08:00-04:00,418.6499938964844,418.6899108886719,418.6199951171875,418.6600036621094,112827
2021-05-25 13:09:00-04:00,418.6650085449219,418.69000244140625,418.6099853515625,418.6199951171875,52803
2021-05-25 13:10:00-04:00,418.61810302734375,418.7300109863281,418.5516052246094,418.6899108886719,137340
2021-05-25 13:11:00-04:00,418.68499755859375,418.7099914550781,418.6499938964844,418.69000244140625,46289
2021-05-25 13:12:00-04:00,418.67999267578125,418.83990478515625,418.67498779296875,418.82501220703125,45462
2021-05-25 13:13:00-04:00,418.8299865722656,418.8599853515625,418.7099914550781,418.80999755859375,48761
2021-05-25 13:14:00-04:00,418.82000732421875,418.8699951171875,418.7650146484375,418.8599853515625,29229
2021-05-25 13:15:00-04:00,418.8599853515625,418.8999938964844,418.80999755859375,418.88189697265625,43289
2021-05-25 13:16:00-04:00,418.8800048828125,419.0299987792969,418.8599853515625,418.9800109863281,98563
2021-05-25 13:17:00-04:00,418.9800109863281,419.04998779296875,418.92999267578125,418.9999084472656,78812
2021-05-25 13:18:00-04:00,419.010009765625,419.0899963378906,419.010009765625,419.05419921875,61095
2021-05-25 13:19:00-04:00,419.05499267578125,419.05999755859375,418.9100036621094,418.95001220703125,54769
2021-05-25 13:20:00-04:00,418.9599914550781,419.07000732421875,418.9599914550781,419.0480041503906,54332
2021-05-25 13:21:00-04:00,419.04998779296875,419.1000061035156,419.0199890136719,419.02191162109375,54928
2021-05-25 13:22:00-04:00,419.0249938964844,419.1099853515625,419.010009765625,419.0299987792969,25357
2021-05-25 13:23:00-04:00,419.0303955078125,419.1099853515625,419.0303955078125,419.1099853515625,40221
2021-05-25 13:24:00-04:00,419.1099853515625,419.2200012207031,419.1050109863281,419.20001220703125,78302
2021-05-25 13:25:00-04:00,419.19500732421875,419.19500732421875,419.1111145019531,419.1499938964844,43485
2021-05-25 13:26:00-04:00,419.1449890136719,419.1499938964844,418.9400939941406,418.9599914550781,307461
2021-05-25 13:27:00-04:00,418.9599914550781,419.07000732421875,418.9599914550781,419.010009765625,41634
2021-05-25 13:28:00-04:00,419.0150146484375,419.1050109863281,419.0150146484375,419.0799865722656,23878
2021-05-25 13:29:00-04:00,419.07000732421875,419.1400146484375,419.07000732421875,419.0950012207031,28625
2021-05-25 13:30:00-04:00,419.1000061035156,419.1099853515625,419.04998779296875,419.05999755859375,38233
2021-05-25 13:31:00-04:00,419.05999755859375,419.0849914550781,419.0,419.0,18122
